DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021-11-09 23:15:00,3.4,480.0,240,7.2,82,917,3.2,7112.4,7493.8
2021-11-09 23:30:00,3.5,487.0,243,7.1,82,917,3.2,7112.4,7493.8
2021-11-09 23:45:00,3.5,763.0,246,7.0,83,917,3.2,7112.4,8040.0
2021-11-10 00:00:00,4.7,1760.0,254,6.9,82,917,3.1,6668.9,7427.3
2021-11-10 00:15:00,4.9,1902.0,255,6.9,82,917,3.1,6833.3,7427.3
2021-11-10 00:30:00,5.0,2046.0,255,6.9,81,917,3.2,6833.3,7427.3
2021-11-10 00:45:00,5.1,2191.0,257,6.8,81,916,3.3,6407.3,7427.3
2021-11-10 01:00:00,5.2,2335.0,257,6.8,80,916,3.3,6624.0,6461.0
2021-11-10 01:15:00,5.3,2438.0,258,6.8,80,916,3.3,6624.0,3507.6
2021-11-10 01:30:00,5.4,3035.0,260,6.7,80,916,3.6,7665.5,5438.4
2021-11-10 01:45:00,5.5,3076.0,262,6.6,79,916,3.6,7847.2,6537.5
2021-11-10 02:00:00,5.5,2626.0,264,6.5,79,916,3.4,6863.2,5490.8
2021-11-10 02:15:00,5.5,2696.0,265,6.5,79,916,3.4,6047.2,5490.8
2021-11-10 02:30:00,5.6,2773.0,265,6.4,79,916,3.3,5457.7,5490.8
2021-11-10 02:45:00,5.6,2851.0,265,6.3,78,916,3.3,4601.8,5199.0
2021-11-10 03:00:00,5.7,2928.0,265,6.2,78,916,3.4,5009.6,5781.2
2021-11-10 03:15:00,5.7,2966.0,265,6.2,78,916,3.5,5585.8,6245.7
2021-11-10 03:30:00,5.7,2963.0,265,6.1,78,916,3.5,5585.8,6245.7
2021-11-10 03:45:00,5.8,2960.0,264,6.0,78,915,3.5,4652.7,5255.2
2021-11-10 04:00:00,5.8,3103.0,264,5.9,78,915,3.5,4652.7,5255.2
2021-11-10 04:15:00,5.8,2875.0,264,5.8,78,915,3.4,4076.5,4790.7
2021-11-10 04:30:00,5.7,2712.0,264,5.7,78,915,3.3,3668.7,3649.9
2021-11-10 04:45:00,5.6,2550.0,265,5.5,79,915,3.3,3708.5,3649.9
2021-11-10 05:00:00,5.5,2387.0,265,5.4,79,915,3.3,3575.8,3689.3
2021-11-10 05:15:00,5.4,2189.0,265,5.2,79,915,3.3,3217.2,3689.3
2021-11-10 05:30:00,5.3,1956.0,266,5.1,79,915,3.1,3292.5,3039.6
2021-11-10 05:45:00,5.2,1866.0,267,5.0,80,915,3.0,3135.7,7645.3
2021-11-10 06:00:00,5.1,1490.0,268,4.9,80,915,3.0,3135.7,7645.3
2021-11-10 06:15:00,4.9,1256.0,269,4.8,80,915,3.5,4976.0,7645.3
2021-11-10 06:30:00,4.6,1023.0,270,4.7,80,915,3.3,5237.7,8568.8
2021-11-10 06:45:00,4.4,790.0,270,4.7,79,916,3.2,6875.1,9433.7
2021-11-10 07:00:00,4.1,557.0,271,4.6,79,916,3.3,6875.1,9433.7
2021-11-10 07:15:00,3.9,387.0,271,4.8,79,916,3.3,6875.1,9697.4
2021-11-10 07:30:00,3.6,281.0,272,5.3,78,916,3.2,4260.7,6498.6
2021-11-10 07:45:00,3.4,240.0,273,5.8,77,916,3.3,4260.7,5302.9
2021-11-10 08:00:00,3.1,69.0,274,6.3,76,916,3.4,4810.9,5302.9
2021-11-10 08:15:00,3.0,15.0,274,6.8,75,916,3.4,5270.6,5594.7
2021-11-10 08:30:00,2.9,12.0,274,7.4,74,916,3.4,4110.7,5594.7
2021-11-10 08:45:00,2.8,9.0,272,8.0,73,916,3.2,2860.9,3166.8
2021-11-10 09:00:00,2.7,6.0,272,8.6,72,916,2.7,2063.1,2301.2
2021-11-10 09:15:00,2.5,4.0,272,9.2,71,916,2.8,2202.4,2301.2
2021-11-10 09:30:00,2.3,3.0,272,9.7,69,916,2.7,2605.5,2131.8
2021-11-10 09:45:00,2.2,2.0,270,10.3,66,916,2.6,2605.5,2454.0
2021-11-10 10:00:00,2.0,1.0,270,10.8,64,916,2.7,2605.5,2568.8
2021-11-10 10:15:00,1.8,0.0,270,11.3,63,916,3.8,3184.8,3017.5
2021-11-10 10:30:00,1.5,0.0,274,11.7,62,916,3.9,2921.2,3516.6
2021-11-10 10:45:00,1.3,0.0,274,12.2,61,916,3.8,4412.2,4464.1
2021-11-10 11:00:00,1.0,0.0,281,12.6,60,916,3.6,4132.0,4052.9
2021-11-10 11:15:00,0.8,0.0,284,13.0,59,916,3.5,3566.7,2850.9
2021-11-10 11:30:00,0.6,0.0,288,13.3,58,916,3.6,2835.9,2176.0
2021-11-10 11:45:00,0.4,0.0,297,13.6,58,916,3.6,2835.9,2176.0
2021-11-10 12:00:00,0.3,0.0,315,13.9,57,916,3.5,2614.4,1826.2
2021-11-10 12:15:00,0.2,0.0,0,14.2,57,916,3.4,1853.8,1657.2
2021-11-10 12:30:00,0.2,0.0,0,14.5,57,915,3.4,1853.8,1422.4
2021-11-10 12:45:00,0.3,0.0,45,14.7,56,915,3.5,1739.5,720.1
2021-11-10 13:00:00,0.4,0.0,56,15.0,56,914,3.4,1532.3,792.4
2021-11-10 13:15:00,0.5,0.0,68,15.2,56,914,3.4,1353.4,1269.2
2021-11-10 13:30:00,0.7,0.0,74,15.3,56,914,3.5,2084.2,1869.8
2021-11-10 13:45:00,0.9,0.0,84,15.4,55,914,3.5,1398.1,1700.2
2021-11-10 14:00:00,1.1,0.0,85,15.5,55,914,3.6,2084.0,2563.4
2021-11-10 14:15:00,1.3,0.0,86,15.6,55,914,3.7,2377.6,2817.3
2021-11-10 14:30:00,1.4,0.0,90,15.6,55,914,3.7,2377.6,2817.3
2021-11-10 14:45:00,1.5,0.0,90,15.7,55,913,3.8,2500.3,2468.0
2021-11-10 15:00:00,1.6,0.0,90,15.7,55,913,3.9,2562.3,2653.6
2021-11-10 15:15:00,1.7,0.0,90,15.7,55,913,3.9,2580.2,2423.0
2021-11-10 15:30:00,1.8,0.0,90,15.6,55,913,3.9,2580.2,2423.0
2021-11-10 15:45:00,1.9,0.0,93,15.5,56,913,3.9,3411.5,2931.8
2021-11-10 16:00:00,2.0,0.0,93,15.4,56,913,3.9,3411.5,2931.8
2021-11-10 16:15:00,2.1,1.0,95,15.1,58,913,2.6,3184.1,2585.7
2021-11-10 16:30:00,2.2,2.0,98,14.7,62,913,2.6,2946.9,2854.3
2021-11-10 16:45:00,2.5,3.0,102,14.4,65,913,2.6,2953.1,2922.3
2021-11-10 17:00:00,2.6,4.0,103,14.0,69,913,2.5,2953.1,3326.3
2021-11-10 17:15:00,2.7,4.0,105,13.5,71,913,2.5,2953.1,3326.3
2021-11-10 17:30:00,2.6,3.0,106,12.9,71,913,2.5,2953.1,3377.2
2021-11-10 17:45:00,2.5,2.0,108,12.3,71,913,2.4,2953.1,3377.2
2021-11-10 18:00:00,2.4,1.0,109,11.7,71,913,2.4,2953.1,3377.2
2021-11-10 18:15:00,2.2,0.0,111,11.3,71,913,3.7,3450.3,3825.9
2021-11-10 18:30:00,2.1,0.0,109,11.1,71,913,3.8,3450.3,3940.7
2021-11-10 18:45:00,1.9,0.0,111,11.0,72,914,3.8,3208.0,3940.7
2021-11-10 19:00:00,1.8,0.0,109,10.8,72,914,3.8,3208.0,3940.7
2021-11-10 19:15:00,1.7,0.0,111,10.6,72,914,3.8,3208.0,3940.7
2021-11-10 19:30:00,1.6,0.0,112,10.5,72,914,3.8,2945.9,3558.0
2021-11-10 19:45:00,1.6,0.0,108,10.4,72,914,3.8,2945.9,3558.0
2021-11-10 20:00:00,1.5,0.0,110,10.3,72,914,3.8,2883.9,3372.4
2021-11-10 20:15:00,1.5,0.0,110,10.2,72,914,3.8,2883.9,3372.4
2021-11-10 20:30:00,1.5,0.0,106,10.1,72,914,3.8,2883.9,3372.4
2021-11-10 20:45:00,1.5,0.0,106,10.0,72,914,3.8,2883.9,3372.4
2021-11-10 21:00:00,1.4,0.0,102,9.9,72,914,3.8,2883.9,3372.4
2021-11-10 21:15:00,1.3,0.0,103,9.9,72,914,3.7,2883.9,3372.4
2021-11-10 21:30:00,1.2,0.0,99,10.0,71,914,3.8,2883.9,3372.4
2021-11-10 21:45:00,1.0,0.0,101,10.0,71,915,3.5,2603.7,2773.3
2021-11-10 22:00:00,0.9,0.0,96,10.1,70,915,3.4,2038.4,2339.6
2021-11-10 22:15:00,0.8,0.0,97,10.2,70,915,3.4,2038.4,2339.6
2021-11-10 22:30:00,0.7,0.0,90,10.3,70,915,3.4,2038.4,2339.6
2021-11-10 22:45:00,0.6,0.0,90,10.4,70,915,3.5,1474.3,1959.8
2021-11-10 23:00:00,0.5,0.0,79,10.5,70,915,3.5,1474.3,1959.8
2021-11-10 23:15:00,0.4,0.0,76,10.5,70,915,3.5,1474.3,1959.8
2021-11-10 23:30:00,0.4,0.0,90,10.6,69,915,3.5,1474.3,1959.8
2021-11-10 23:45:00,0.3,0.0,90,10.7,68,915,3.3,1336.1,1610.0
2021-11-11 00:00:00,0.8,1.0,203,10.2,72,915,1.9,1747.5,2140.5
2021-11-11 00:15:00,0.7,0.0,196,10.2,72,915,3.5,2244.7,2589.2
2021-11-11 00:30:00,0.7,0.0,207,10.3,72,915,3.5,2244.7,2589.2
2021-11-11 00:45:00,0.6,0.0,219,10.3,72,914,3.5,1680.6,2351.0
2021-11-11 01:00:00,0.6,0.0,231,10.4,72,914,3.5,1680.6,2240.2
2021-11-11 01:15:00,0.6,1.0,239,10.3,72,914,2.0,1329.2,2242.7
2021-11-11 01:30:00,0.7,2.0,236,10.2,72,914,2.0,1747.5,2146.7
2021-11-11 01:45:00,0.7,3.0,236,10.1,71,914,2.0,1747.5,2146.7
2021-11-11 02:00:00,0.9,4.0,234,10.0,71,914,2.0,1747.5,2146.7
2021-11-11 02:15:00,0.9,6.0,234,10.0,71,914,2.0,1747.5,2146.7
2021-11-11 02:30:00,0.9,8.0,234,10.2,70,914,2.0,1747.5,2146.7
2021-11-11 02:45:00,0.9,9.0,234,10.4,69,914,2.0,1747.5,2146.7
2021-11-11 03:00:00,0.9,11.0,234,10.6,68,914,2.0,1867.1,2146.7
2021-11-11 03:15:00,0.8,11.0,240,10.7,68,914,2.0,1515.7,2149.2
2021-11-11 03:30:00,0.7,10.0,254,10.7,67,914,2.0,2106.2,2258.8
2021-11-11 03:45:00,0.6,8.0,261,10.8,66,914,2.0,1850.1,2287.8
2021-11-11 04:00:00,0.6,7.0,270,10.8,65,914,2.1,1850.1,2287.8
2021-11-11 04:15:00,0.5,5.0,281,10.8,65,914,2.1,1964.7,2287.8
2021-11-11 04:30:00,0.4,4.0,304,10.7,65,914,2.0,1964.7,2287.8
2021-11-11 04:45:00,0.3,2.0,315,10.6,65,914,1.9,1743.2,1938.0
2021-11-11 05:00:00,0.3,1.0,0,10.5,65,914,1.8,1192.0,1719.5
2021-11-11 05:15:00,0.3,0.0,18,10.5,65,914,3.4,1670.5,1543.3
2021-11-11 05:30:00,0.4,0.0,45,10.6,64,914,3.3,2002.4,1640.8
2021-11-11 05:45:00,0.6,0.0,59,10.6,64,914,3.4,1524.6,1972.8
2021-11-11 06:00:00,0.8,0.0,67,10.7,63,914,3.4,2158.1,2472.9
2021-11-11 06:15:00,1.0,0.0,66,10.6,64,914,3.4,2723.4,2906.6
2021-11-11 06:30:00,1.2,1.0,66,10.5,65,914,2.2,2506.4,2869.1
2021-11-11 06:45:00,1.3,1.0,63,10.3,66,915,2.0,2506.4,2812.2
2021-11-11 07:00:00,1.6,2.0,63,10.2,67,915,2.0,2568.4,2921.5
2021-11-11 07:15:00,1.8,4.0,63,10.2,68,915,2.1,2830.4,3304.1
2021-11-11 07:30:00,2.0,7.0,60,10.3,70,915,2.1,2710.7,3304.1
2021-11-11 07:45:00,2.1,11.0,59,10.4,71,915,2.1,2641.4,3159.2
2021-11-11 08:00:00,2.3,14.0,56,10.5,73,915,2.2,2411.1,2712.5
2021-11-11 08:15:00,2.5,18.0,56,10.8,73,915,2.2,2411.1,2712.5
2021-11-11 08:30:00,2.6,22.0,58,11.1,72,915,2.2,2572.7,3184.1
2021-11-11 08:45:00,2.7,27.0,59,11.4,71,916,2.2,2864.5,3338.2
2021-11-11 09:00:00,2.8,31.0,60,11.7,70,916,2.4,2933.8,3312.3
2021-11-11 09:15:00,2.9,31.0,61,12.0,69,916,2.6,2933.8,3312.3
2021-11-11 09:30:00,2.9,24.0,61,12.2,68,916,2.6,2933.8,3312.3
2021-11-11 09:45:00,2.8,17.0,60,12.4,68,916,2.6,2933.8,3312.3
2021-11-11 10:00:00,2.8,11.0,60,12.6,67,916,2.6,2933.8,3312.3
2021-11-11 10:15:00,2.9,15.0,61,12.9,67,916,2.8,2933.8,3312.3
2021-11-11 10:30:00,3.0,29.0,62,13.2,66,916,2.8,2933.8,3388.6
2021-11-11 10:45:00,3.1,44.0,65,13.5,65,916,2.8,2933.8,2991.8
2021-11-11 11:00:00,3.2,58.0,66,13.8,64,916,2.8,2933.8,2991.8
2021-11-11 11:15:00,3.2,96.0,68,14.0,63,916,2.8,2933.8,2991.8
2021-11-11 11:30:00,3.3,325.0,72,14.1,62,916,2.7,2933.8,2991.8
2021-11-11 11:45:00,3.3,219.0,74,14.2,61,915,2.7,2333.5,2919.5
2021-11-11 12:00:00,3.4,281.0,78,14.3,60,915,2.7,2460.2,2919.5
2021-11-11 12:15:00,3.4,312.0,80,14.3,60,915,2.7,2460.2,2919.5
2021-11-11 12:30:00,3.3,312.0,79,14.2,60,915,2.7,2676.8,2919.5
2021-11-11 12:45:00,3.3,312.0,79,14.1,61,915,2.7,2676.8,2919.5
2021-11-11 13:00:00,3.2,312.0,79,14.0,61,915,2.7,2676.8,2919.5
2021-11-11 13:15:00,3.1,330.0,77,13.8,62,915,2.7,2830.4,2991.8
2021-11-11 13:30:00,2.9,284.0,72,13.6,63,915,2.7,2830.4,3297.2
2021-11-11 13:45:00,2.9,222.0,70,13.4,64,914,2.7,2830.4,3271.6
2021-11-11 14:00:00,2.8,186.0,64,13.2,65,914,2.6,2830.4,3322.6
2021-11-11 14:15:00,2.6,162.0,59,13.1,66,914,2.6,2761.0,3177.6
2021-11-11 14:30:00,2.4,150.0,54,13.0,67,914,2.6,2940.9,2900.3
2021-11-11 14:45:00,2.2,137.0,47,13.0,67,914,2.6,2940.9,2900.3
2021-11-11 15:00:00,2.1,125.0,39,12.9,68,914,2.8,3164.4,3015.2
2021-11-11 15:15:00,1.8,123.0,34,12.9,68,914,2.8,3579.1,3486.1
2021-11-11 15:30:00,1.5,131.0,37,12.9,68,914,2.6,3299.8,2446.9
2021-11-11 15:45:00,1.2,139.0,42,12.8,69,914,2.3,2840.4,2446.9
2021-11-11 16:00:00,0.9,202.0,49,12.8,69,914,2.1,1241.6,1602.0
2021-11-11 16:15:00,0.8,174.0,50,12.7,71,914,2.1,1241.6,1602.0
2021-11-11 16:30:00,0.8,219.0,40,12.5,74,914,2.0,1994.9,1602.0
2021-11-11 16:45:00,0.7,264.0,34,12.3,77,915,1.8,638.1,856.8
2021-11-11 17:00:00,0.8,309.0,23,12.1,80,915,2.1,1176.9,779.0
2021-11-11 17:15:00,0.8,339.0,23,11.9,81,915,2.1,1176.9,779.0
2021-11-11 17:30:00,0.9,355.0,21,11.8,81,915,2.1,1176.9,779.0
2021-11-11 17:45:00,1.0,370.0,24,11.6,82,915,2.2,1646.9,1885.9
2021-11-11 18:00:00,1.1,833.0,22,11.5,82,915,2.2,1811.1,2043.2
2021-11-11 18:15:00,1.1,382.0,27,11.3,82,915,2.3,1698.2,1983.9
2021-11-11 18:30:00,1.2,358.0,35,11.2,83,915,2.6,1814.2,2366.1
2021-11-11 18:45:00,1.4,335.0,45,11.1,84,916,2.5,1971.8,2778.8
2021-11-11 19:00:00,1.6,311.0,50,11.0,85,916,2.4,2053.7,2964.4
2021-11-11 19:15:00,1.7,292.0,54,10.9,85,916,2.4,2315.7,3347.1
2021-11-11 19:30:00,1.8,279.0,61,10.8,86,916,2.5,2615.4,3295.3
2021-11-11 19:45:00,2.0,265.0,63,10.7,86,916,2.5,2615.4,3295.3
2021-11-11 20:00:00,2.2,407.0,68,10.6,87,916,2.6,2615.4,2753.3
2021-11-11 20:15:00,2.3,234.0,67,10.4,87,916,2.4,2615.4,2753.3
2021-11-11 20:30:00,2.4,213.0,66,10.2,88,916,2.3,2615.4,2753.3
2021-11-11 20:45:00,2.5,192.0,64,10.1,89,917,2.9,3520.2,2753.3
2021-11-11 21:00:00,2.7,171.0,63,9.9,90,917,2.9,2520.0,1939.3
2021-11-11 21:15:00,2.7,149.0,59,9.8,90,917,2.9,2450.6,1794.4
2021-11-11 21:30:00,2.7,128.0,56,9.8,90,917,2.9,2220.3,1697.3
2021-11-11 21:45:00,2.6,108.0,51,9.7,91,917,3.1,2489.0,1900.1
2021-11-11 22:00:00,2.5,85.0,48,9.7,91,917,3.0,2489.0,1900.1
2021-11-11 22:15:00,2.3,72.0,47,9.7,91,917,3.0,2489.0,2578.9
2021-11-11 22:30:00,2.0,69.0,45,9.8,90,917,2.8,3009.6,2491.0
2021-11-11 22:45:00,1.8,66.0,43,9.9,89,918,2.8,2850.7,1833.6
2021-11-11 23:00:00,1.4,63.0,39,10.0,88,918,2.6,2526.7,1265.4
2021-11-11 23:15:00,1.2,60.0,35,9.9,88,918,2.6,2369.1,590.5
2021-11-11 23:30:00,1.0,59.0,29,9.8,88,918,2.3,2088.9,179.3
2021-11-11 23:45:00,0.9,57.0,27,9.6,89,918,2.2,554.7,-473.0
2021-11-12 00:00:00,2.6,77.0,37,9.9,71,917,2.4,3643.9,2947.2
2021-11-12 00:15:00,2.4,37.0,35,9.9,70,917,2.4,3486.3,3418.1
2021-11-12 00:30:00,2.2,32.0,32,9.9,68,917,2.5,3486.3,3418.1
2021-11-12 00:45:00,2.0,27.0,27,10.0,67,917,2.6,3486.3,3314.3
2021-11-12 01:00:00,1.8,25.0,22,10.0,65,917,2.6,2706.3,3390.7
2021-11-12 01:15:00,1.8,17.0,16,9.9,64,917,2.5,2706.3,3390.7
2021-11-12 01:30:00,1.7,12.0,13,9.8,64,917,2.3,2706.3,3390.7
2021-11-12 01:45:00,1.7,8.0,7,9.7,65,917,2.4,2706.3,3470.9
2021-11-12 02:00:00,1.7,3.0,3,9.6,65,917,2.4,2706.3,3566.9
2021-11-12 02:15:00,1.7,1.0,0,9.5,65,917,2.5,2379.8,4323.1
2021-11-12 02:30:00,1.6,1.0,0,9.5,65,917,2.5,2117.7,3940.4
2021-11-12 02:45:00,1.5,0.0,0,9.6,64,917,3.8,3358.1,3447.3
2021-11-12 03:00:00,1.4,0.0,356,9.6,64,917,3.6,2921.2,2989.6
2021-11-12 03:15:00,1.3,0.0,356,9.5,64,917,3.8,3073.8,3158.9
2021-11-12 03:30:00,1.2,0.0,355,9.4,65,917,3.8,3073.8,3158.9
2021-11-12 03:45:00,1.2,0.0,351,9.2,66,917,3.8,3073.8,3158.9
2021-11-12 04:00:00,1.1,0.0,350,9.1,67,917,3.6,2957.8,2905.0
2021-11-12 04:15:00,1.1,0.0,350,8.9,67,917,3.6,2344.4,2905.0
2021-11-12 04:30:00,1.0,0.0,349,8.8,68,917,3.5,2180.2,2425.5
2021-11-12 04:45:00,0.9,0.0,342,8.7,68,917,3.5,1614.9,1991.8
2021-11-12 05:00:00,0.9,0.0,339,8.6,69,917,3.4,1475.6,1991.8
2021-11-12 05:15:00,0.7,0.0,333,8.5,69,917,3.4,1475.6,1805.6
2021-11-12 05:30:00,0.6,0.0,329,8.5,69,917,3.5,911.5,1425.7
2021-11-12 05:45:00,0.4,0.0,333,8.4,70,917,3.5,911.5,1425.7
2021-11-12 06:00:00,0.4,0.0,326,8.4,70,917,3.5,911.5,1425.7
2021-11-12 06:15:00,0.2,0.0,297,8.4,70,917,3.4,1303.4,1075.9
2021-11-12 06:30:00,0.2,0.0,270,8.3,71,917,3.3,1303.4,1075.9
2021-11-12 06:45:00,0.1,0.0,225,8.3,71,917,3.6,1930.1,1629.5
2021-11-12 07:00:00,0.3,0.0,198,8.2,72,917,3.4,1567.3,1635.3
2021-11-12 07:15:00,0.5,0.0,202,8.3,72,917,3.6,2645.7,1985.1
2021-11-12 07:30:00,0.7,0.0,207,8.6,71,917,3.6,3209.9,2633.4
2021-11-12 07:45:00,0.8,0.0,210,8.8,71,918,3.7,2999.1,1863.7
2021-11-12 08:00:00,0.9,0.0,212,9.1,70,918,3.7,2999.1,1863.7
2021-11-12 08:15:00,1.0,0.0,209,9.5,69,918,3.7,3564.4,2297.4
2021-11-12 08:30:00,1.0,0.0,209,10.0,68,918,3.6,3795.7,2253.2
2021-11-12 08:45:00,1.1,0.0,214,10.6,67,918,3.7,4794.6,4444.5
2021-11-12 09:00:00,1.1,0.0,214,11.1,66,918,3.7,4794.6,4738.3
2021-11-12 09:15:00,1.1,0.0,214,11.5,64,918,3.6,4794.6,4738.3
2021-11-12 09:30:00,1.0,0.0,217,11.8,62,918,3.5,4630.4,4218.7
2021-11-12 09:45:00,1.0,0.0,225,12.1,59,919,3.4,1545.6,1262.3
2021-11-12 10:00:00,0.9,0.0,229,12.4,57,919,3.3,967.8,1017.6
2021-11-12 10:15:00,0.8,0.0,230,12.6,56,919,3.3,1021.6,580.1
2021-11-12 10:30:00,0.7,0.0,225,12.7,55,919,3.3,933.1,307.5
2021-11-12 10:45:00,0.6,0.0,219,12.8,54,918,3.4,2469.6,2625.7
2021-11-12 11:00:00,0.6,0.0,211,12.9,53,918,3.4,2469.6,2625.7
2021-11-12 11:15:00,0.5,0.0,202,13.1,53,918,3.4,2469.6,2482.5
2021-11-12 11:30:00,0.5,0.0,191,13.4,52,918,3.4,2469.6,2428.5
2021-11-12 11:45:00,0.4,1.0,180,13.7,51,917,1.9,2687.9,1053.8
2021-11-12 12:00:00,0.4,1.0,180,14.0,50,917,1.9,2866.9,1128.1
2021-11-12 12:15:00,0.4,1.0,180,14.2,50,917,1.9,2866.9,1128.1
2021-11-12 12:30:00,0.5,1.0,180,14.3,50,917,1.9,2866.9,1128.1
2021-11-12 12:45:00,0.5,2.0,180,14.4,50,916,2.0,1754.3,1319.5
2021-11-12 13:00:00,0.6,2.0,180,14.5,50,916,2.0,1754.3,1319.5
2021-11-12 13:15:00,0.6,2.0,180,14.7,50,916,2.0,1748.1,1251.4
2021-11-12 13:30:00,0.6,1.0,180,14.8,50,916,2.0,1512.5,979.2
2021-11-12 13:45:00,0.6,1.0,180,14.9,49,915,1.9,1485.1,383.7
2021-11-12 14:00:00,0.6,0.0,189,15.0,49,915,3.4,1485.1,383.7
2021-11-12 14:15:00,0.6,1.0,198,15.0,49,915,1.9,1485.1,383.7
2021-11-12 14:30:00,0.6,3.0,211,15.0,49,915,1.9,1149.1,526.8
2021-11-12 14:45:00,0.7,4.0,225,15.1,48,915,1.9,1109.3,506.4
2021-11-12 15:00:00,0.7,6.0,236,15.1,48,915,1.9,1109.3,506.4
2021-11-12 15:15:00,0.7,20.0,225,15.0,48,915,1.9,1109.3,506.4
2021-11-12 15:30:00,0.6,47.0,198,14.9,48,915,1.9,1485.1,383.7
2021-11-12 15:45:00,0.7,73.0,180,14.8,49,915,1.9,1771.9,474.0
2021-11-12 16:00:00,0.9,100.0,159,14.7,49,915,1.9,2007.5,746.3
2021-11-12 16:15:00,1.2,166.0,145,14.5,50,915,2.2,2592.7,1534.5
2021-11-12 16:30:00,1.6,272.0,142,14.3,53,915,2.3,2224.9,2007.5
2021-11-12 16:45:00,2.1,476.0,137,14.0,56,915,2.5,3173.5,2655.3
2021-11-12 17:00:00,2.5,483.0,137,13.8,59,915,2.6,2773.2,3409.3
2021-11-12 17:15:00,2.8,580.0,135,13.5,61,915,2.6,2924.8,3409.3
2021-11-12 17:30:00,3.2,667.0,136,13.0,62,915,2.8,3078.5,3535.7
2021-11-12 17:45:00,3.4,755.0,137,12.5,63,915,2.7,3104.6,3535.7
2021-11-12 18:00:00,3.8,828.0,138,12.0,64,915,2.8,3026.9,3366.6
2021-11-12 18:15:00,3.8,767.0,139,11.7,65,915,2.8,3026.9,3392.7
2021-11-12 18:30:00,3.6,600.0,142,11.6,66,915,2.7,3104.6,3732.7
2021-11-12 18:45:00,3.4,445.0,143,11.5,68,916,2.7,3208.0,3732.7
2021-11-12 19:00:00,3.1,218.0,147,11.4,69,916,2.5,3181.9,3732.7
2021-11-12 19:15:00,2.8,115.0,148,11.2,70,916,2.2,3181.9,3732.7
2021-11-12 19:30:00,2.7,99.0,149,11.1,71,916,2.4,3181.9,3732.7
2021-11-12 19:45:00,2.4,84.0,150,10.9,71,916,2.2,3181.9,3732.7
2021-11-12 20:00:00,2.3,68.0,151,10.8,72,916,2.2,3181.9,3438.8
2021-11-12 20:15:00,2.1,60.0,155,10.6,72,916,2.4,3181.9,3553.7
2021-11-12 20:30:00,2.1,59.0,161,10.3,73,916,2.4,3181.9,3553.7
2021-11-12 20:45:00,2.0,59.0,169,10.0,74,916,2.4,3181.9,3553.7
2021-11-12 21:00:00,2.1,58.0,175,9.7,75,916,2.5,2480.5,3553.7
2021-11-12 21:15:00,2.0,59.0,177,9.4,75,916,2.6,3486.5,3882.2
2021-11-12 21:30:00,1.8,61.0,180,9.3,75,916,2.6,4354.8,3882.2
2021-11-12 21:45:00,1.7,64.0,180,9.1,75,916,2.4,4354.8,3882.2
2021-11-12 22:00:00,1.5,66.0,184,9.0,75,916,2.5,3912.2,3313.9
2021-11-12 22:15:00,1.4,68.0,188,8.8,75,916,2.5,3912.2,3313.9
2021-11-12 22:30:00,1.5,69.0,196,8.7,75,916,2.5,3912.2,3313.9
2021-11-12 22:45:00,1.6,70.0,202,8.6,76,917,2.5,3899.3,3215.2
2021-11-12 23:00:00,1.7,71.0,208,8.5,76,917,2.5,4161.3,3329.5
2021-11-12 23:15:00,1.8,74.0,214,8.4,76,917,2.6,4161.3,3434.4
2021-11-12 23:30:00,1.9,78.0,223,8.4,75,917,2.7,4161.3,3434.4
2021-11-12 23:45:00,2.1,82.0,227,8.5,74,916,2.6,3197.2,3898.7
2021-11-13 00:00:00,3.7,547.0,267,8.1,82,916,3.2,5578.1,4193.4
2021-11-13 00:15:00,3.9,638.0,269,7.9,82,916,3.2,6303.1,5522.0
2021-11-13 00:30:00,4.1,1018.0,269,7.8,83,916,3.2,6303.1,5166.2
2021-11-13 00:45:00,4.2,793.0,267,7.7,84,916,3.4,6985.6,5166.2
2021-11-13 01:00:00,4.4,871.0,267,7.6,85,916,3.4,6985.6,7010.9
2021-11-13 01:15:00,4.6,987.0,268,7.5,85,916,3.4,6562.1,7010.9
2021-11-13 01:30:00,4.7,1142.0,266,7.4,85,916,3.5,6562.1,7053.6
2021-11-13 01:45:00,4.9,1296.0,265,7.4,84,915,3.6,6069.4,4843.7
2021-11-13 02:00:00,5.0,1451.0,264,7.3,84,915,3.1,6059.2,4843.7
2021-11-13 02:15:00,5.1,1578.0,264,7.3,84,915,3.1,6059.2,4843.7
2021-11-13 02:30:00,5.2,2216.0,263,7.2,84,915,3.3,6059.2,4843.7
2021-11-13 02:45:00,5.3,1779.0,264,7.2,85,915,3.1,6059.2,4594.1
2021-11-13 03:00:00,5.4,1880.0,263,7.1,85,915,3.1,6611.4,5243.8
2021-11-13 03:15:00,5.4,1926.0,263,7.0,85,915,3.2,6611.4,5243.8
2021-11-13 03:30:00,5.3,1917.0,264,6.9,86,915,3.1,6820.0,4594.1
2021-11-13 03:45:00,5.2,1909.0,263,6.8,87,915,3.1,6820.0,4843.7
2021-11-13 04:00:00,5.1,1900.0,264,6.7,88,915,3.1,6820.0,4843.7
